id_pieza	Maquina	turno	operador	lote_material	temperatura_amb	vibracion	Longitud	fuera_especificacion_longitud	Peso	fuera_especificacion_peso	Ciudad	Punto_venta	Tipo_cliente	Latitud	Longitud_geo	Fecha_entrega	oportunidades	defectos	tipo_defecto
P0049	1	Noche	OP1	L3	21,9385778906867	3,85317507213116	9,3	0	252,3	Conforme	Medellín	Tienda Laureles	Tienda	6,23094575388897	-75,6049968935021	2026-02-04	4	0	Sin defecto
P0050	1	Tarde	OP6	L2	24,7891830950626	3,87181123139969	9,2	0	251,2	Conforme	Cali	Punto Valle del Lili	Cliente	3,38962457710346	-76,539458932196	2026-02-15	4	0	Sin defecto
P0051	1	Mañana	OP2	L4	26,8717210951851	3,60888419297516	8,8	0	249,5	Conforme	Bogotá	Sucursal Usaquén	Cliente	4,68876580095338	-74,0342315066102	2026-03-02	4	0	Sin defecto
P0052	1	Tarde	OP1	L2	26,2107442693671	3,87272722213945	8,8	0	249,3	Conforme	Cali	Punto Valle del Lili	Cliente	3,38536090213507	-76,5376747294624	2026-02-23	4	0	Sin defecto
P0053	1	Mañana	OP2	L4	21,9876677065754	3,74743412374339	8,9	0	245,8	Conforme	Cali	Punto Valle del Lili	Cliente	3,36330820503812	-76,5481332471191	2026-02-23	4	0	Sin defecto
P0054	1	Tarde	OP1	L1	22,8521090087166	4,22913381604487	8,8	0	249,6	Conforme	Cali	Sucursal San Fernando	Cliente	3,41928615306942	-76,5300310976643	2026-02-11	4	0	Sin defecto
P0055	1	Mañana	OP1	L3	24,4930056090862	4,14242840142297	8,9	0	250,2	Conforme	Cali	Cliente Granada	Cliente	3,46101110984562	-76,5266232999629	2026-02-03	4	0	Sin defecto
P0056	1	Mañana	OP2	L4	26,4020851035572	4,69710137131607	8,7	0	248,6	Conforme	Cali	Punto Valle del Lili	Tienda	3,38195722411554	-76,5367814983443	2026-01-24	4	0	Sin defecto
P0057	1	Noche	OP4	L2	25,8266724714833	3,73151449270746	8,7	0	246,4	Conforme	Bogotá	Cliente Chapinero	Tienda	4,63974816108951	-74,0638240515882	2026-03-08	4	0	Sin defecto
P0058	1	Mañana	OP5	L1	23,911025032522	3,53233976884691	9,2	0	250,3	Conforme	Medellín	Tienda Laureles	Tienda	6,25416323322644	-75,6087356699312	2026-03-11	4	0	Sin defecto
P0059	1	Noche	OP1	L2	25,7296688352255	3,49223072553972	7,9	1	251,2	Conforme	Bogotá	Cliente Chapinero	Cliente	4,63571466933135	-74,0538535283761	2026-02-17	4	0	Sin defecto
P0060	1	Tarde	OP1	L1	23,3722943706282	3,89541064889645	8,4	0	251,8	Conforme	Bogotá	Tienda Kennedy	Distribuidor	4,62552284842106	-74,1488113598841	2026-03-26	4	0	Sin defecto
P0061	1	Mañana	OP1	L1	22,7141258736616	3,23792682999667	9,2	0	249	Conforme	Bogotá	Cliente Chapinero	Cliente	4,63607593544889	-74,0726178024429	2026-02-18	4	0	Sin defecto
P0062	1	Noche	OP1	L2	26,4169336400479	3,28433471087161	8,8	0	245,9	Conforme	Cali	Cliente Granada	Distribuidor	3,45621300392076	-76,5454190710844	2026-01-27	4	0	Sin defecto
P0063	1	Tarde	OP5	L3	21,2604484782747	3,67746499305847	9,3	0	249,3	Conforme	Medellín	Tienda Laureles	Distribuidor	6,25718043237068	-75,5909639611685	2026-02-13	4	0	Sin defecto
P0064	1	Mañana	OP1	L3	24,4930056090862	4,14242840142297	8,9	0	248,4	Conforme	Cali	Cliente Granada	Cliente	3,46101110984562	-76,5266232999629	2026-02-03	4	0	Sin defecto
P0065	1	Mañana	OP5	L1	26,3576304086957	3,74805667498652	9	0	249,4	Conforme	Cali	Punto Valle del Lili	Distribuidor	3,36534735177346	-76,5404416072594	2026-02-21	4	0	Sin defecto
P0066	1	Mañana	OP1	L1	18,6405675971198	3,04758722899957	8,8	0	246,6	Conforme	Cali	Cliente Granada	Cliente	3,4720524448528	-76,5407876855932	2026-01-01	4	0	Sin defecto
P0067	1	Tarde	OP4	L3	26,299556478498	4,9757063831522	9,7	1	250,4	Conforme	Cali	Sucursal San Fernando	Distribuidor	3,44489700680804	-76,5553287371228	2026-02-01	4	0	Sin defecto
P0068	1	Noche	OP4	L2	25,8515411840622	2,74921473904577	8,8	0	250,8	Conforme	Cali	Punto Valle del Lili	Cliente	3,37824809672013	-76,5432623611639	2026-02-05	4	0	Sin defecto
P0069	1	Tarde	OP2	L2	23,9501804129463	3,85665900151848	9,3	0	251,1	Conforme	Cali	Punto Valle del Lili	Distribuidor	3,37641467804955	-76,5521065808895	2026-02-19	4	0	Sin defecto
P0070	1	Mañana	OP2	L2	24,1401298045863	2,81417197899157	9,2	0	249,7	Conforme	Bogotá	Tienda Kennedy	Tienda	4,63719434416369	-74,144375026721	2026-03-19	4	0	Sin defecto
P0071	1	Mañana	OP6	L2	22,9768702920776	3,78626233409535	9,1	0	249,9	Conforme	Bogotá	Cliente Chapinero	Distribuidor	4,64693582190797	-74,0685663015301	2026-01-20	4	0	Sin defecto
P0072	1	Mañana	OP1	L2	26,1823270785145	4,0988502412901	9,1	0	248,9	Conforme	Medellín	Tienda Laureles	Tienda	6,25500320538255	-75,604416935596	2026-02-04	4	0	Sin defecto
P0073	1	Tarde	OP5	L3	21,3941608696728	3,48278310557997	8,8	0	251,1	Conforme	Medellín	Cliente El Poblado	Tienda	6,20403963851854	-75,5517410547797	2026-03-17	4	0	Sin defecto
P0074	1	Noche	OP4	L2	24,6891897087776	3,48810527840465	8,7	0	246,7	Conforme	Cali	Sucursal San Fernando	Cliente	3,43388161161887	-76,535837339389	2026-02-03	4	0	Sin defecto
P0075	1	Tarde	OP2	L1	21,8763037100036	3,33676331131965	9,6	1	247,9	Conforme	Cali	Sucursal San Fernando	Cliente	3,42610565217417	-76,5400679770022	2026-03-09	4	0	Sin defecto
P0076	1	Mañana	OP2	L2	22,6749711220034	4,46301137202267	9,5	1	247,4	Conforme	Bogotá	Sucursal Usaquén	Distribuidor	4,6933404144384	-74,0307621299903	2026-02-04	4	0	Sin defecto
P0077	1	Tarde	OP2	L2	24,1499990538825	3,66741807053904	9,8	1	252,5	Conforme	Bogotá	Cliente Chapinero	Cliente	4,63843497288078	-74,0666557065839	2026-02-25	4	0	Sin defecto
P0078	1	Tarde	OP4	L3	26,299556478498	4,9757063831522	9,7	1	249,4	Conforme	Cali	Sucursal San Fernando	Distribuidor	3,44489700680804	-76,5553287371228	2026-02-01	4	0	Sin defecto
P0079	1	Mañana	OP1	L3	24,4193052084189	3,65427319017128	8,8	0	249,9	Conforme	Medellín	Cliente El Poblado	Cliente	6,22215105310427	-75,5593493790806	2026-03-28	4	0	Sin defecto
P0080	1	Noche	OP2	L4	23,3583388381203	3,57757368689253	9,3	0	249,8	Conforme	Medellín	Cliente El Poblado	Cliente	6,20192334058341	-75,5612463338485	2026-02-16	4	0	Sin defecto
P0081	1	Tarde	OP1	L3	25,6934771820974	3,32680218775656	8,9	0	248,5	Conforme	Bogotá	Tienda Kennedy	Tienda	4,61765894243708	-74,1427280138097	2026-01-13	4	0	Sin defecto
P0082	1	Tarde	OP2	L2	23,9501804129463	3,85665900151848	9,3	0	250,3	Conforme	Cali	Punto Valle del Lili	Distribuidor	3,37641467804955	-76,5521065808895	2026-02-19	4	0	Sin defecto
P0083	1	Tarde	OP3	L2	25,7769153028009	3,17600632581613	9,3	0	249,7	Conforme	Medellín	Sucursal Belén	Cliente	6,2260940537829	-75,5936559847065	2026-01-17	4	0	Sin defecto
P0084	1	Noche	OP1	L2	25,7296688352255	3,49223072553972	7,9	1	249,2	Conforme	Bogotá	Cliente Chapinero	Cliente	4,63571466933135	-74,0538535283761	2026-02-17	4	0	Sin defecto
P0085	1	Tarde	OP2	L1	23,2322998160525	3,31000338148807	8,9	0	249	Conforme	Cali	Punto Valle del Lili	Distribuidor	3,38984314200403	-76,5407925635103	2026-03-28	4	0	Sin defecto
P0086	1	Noche	OP3	L2	26,7710909371635	4,01137013425543	9	0	248,3	Conforme	Bogotá	Cliente Chapinero	Tienda	4,6374311706367	-74,0546827610581	2026-02-07	4	0	Sin defecto
P0087	1	Noche	OP4	L2	23,739291675476	3,23710740828408	8,7	0	250,8	Conforme	Cali	Cliente Granada	Tienda	3,45820818227939	-76,5171348814206	2026-02-21	4	0	Sin defecto
P0088	1	Mañana	OP5	L4	23,2603775290599	3,75518247105239	9,6	1	246,8	Conforme	Bogotá	Tienda Kennedy	Cliente	4,62664141322467	-74,1602669204784	2026-03-20	4	0	Sin defecto
P0089	1	Mañana	OP5	L1	25,3797618252257	3,74285732664911	9,4	1	249,8	Conforme	Medellín	Tienda Laureles	Cliente	6,25351194198551	-75,5963317822649	2026-03-18	4	0	Sin defecto
P0090	1	Mañana	OP6	L2	22,9768702920776	3,78626233409535	9,1	0	250,7	Conforme	Bogotá	Cliente Chapinero	Distribuidor	4,64693582190797	-74,0685663015301	2026-01-20	4	0	Sin defecto
P0091	1	Noche	OP1	L2	26,4169336400479	3,28433471087161	8,8	0	250,8	Conforme	Cali	Cliente Granada	Distribuidor	3,45621300392076	-76,5454190710844	2026-01-27	4	0	Sin defecto
P0092	1	Noche	OP5	L3	26,435827024891	3,84085249198796	9,6	1	250,4	Conforme	Bogotá	Cliente Chapinero	Cliente	4,64183636090849	-74,055841638653	2026-01-30	4	0	Sin defecto
P0093	1	Noche	OP1	L2	26,4169336400479	3,28433471087161	8,8	0	248,4	Conforme	Cali	Cliente Granada	Distribuidor	3,45621300392076	-76,5454190710844	2026-01-27	4	0	Sin defecto
P0094	1	Noche	OP1	L2	21,5243111512082	3,46866506942221	9,6	1	248,6	Conforme	Cali	Cliente Granada	Cliente	3,45663427573387	-76,5314865658251	2026-01-10	4	0	Sin defecto
P0095	1	Mañana	OP1	L2	22,3309685310234	4,07491255529971	9,6	1	247,3	Conforme	Medellín	Sucursal Belén	Tienda	6,23920782057978	-75,612664251148	2026-01-25	4	0	Sin defecto
P0096	1	Tarde	OP4	L3	23,530849903215	3,28874619576367	9,5	1	250,5	Conforme	Cali	Sucursal San Fernando	Tienda	3,42935520813772	-76,5322418212311	2026-01-28	4	0	Sin defecto
P0097	1	Mañana	OP5	L1	22,3517812476098	3,64886180683687	8,1	0	249,1	Conforme	Medellín	Cliente El Poblado	Tienda	6,19704535588268	-75,555999167112	2026-02-25	4	0	Sin defecto
P0098	1	Mañana	OP3	L3	23,8060288622045	2,92063752055455	9,3	0	248,9	Conforme	Bogotá	Tienda Kennedy	Cliente	4,63934165571332	-74,1539171658795	2026-02-13	4	0	Sin defecto
P0099	1	Noche	OP4	L2	24,6891897087776	3,48810527840465	8,7	0	248,7	Conforme	Cali	Sucursal San Fernando	Cliente	3,43388161161887	-76,535837339389	2026-02-03	4	0	Sin defecto
P0100	1	Mañana	OP3	L2	24,7944583870171	3,12664662854355	9	0	250,2	Conforme	Bogotá	Cliente Chapinero	Tienda	4,65068147987956	-74,0735173236205	2026-01-01	4	0	Sin defecto
P0101	1	Tarde	OP1	L4	22,455499973319	3,2883700659349	8,7	0	250,9	Conforme	Bogotá	Tienda Kennedy	Tienda	4,61921730542071	-74,1387519067958	2026-02-04	4	0	Sin defecto
P0102	1	Noche	OP1	L3	24,4394568090193	3,65426797061172	9	0	249,9	Conforme	Bogotá	Sucursal Usaquén	Cliente	4,69098337470042	-74,0328172598485	2026-03-08	4	0	Sin defecto
P0103	1	Tarde	OP5	L1	23,0411198504781	4,00117308906104	8,9	0	249,2	Conforme	Cali	Cliente Granada	Cliente	3,47727234812211	-76,5264096915262	2026-03-21	4	0	Sin defecto
P0104	1	Mañana	OP6	L2	24,2544392968056	2,94405955617943	9,2	0	248,8	Conforme	Bogotá	Tienda Kennedy	Tienda	4,61509918736974	-74,1506793955214	2026-03-14	4	0	Sin defecto
P0105	1	Noche	OP4	L2	25,1225006821885	4,35709984188329	8,9	0	250,6	Conforme	Bogotá	Tienda Kennedy	Distribuidor	4,62649355579615	-74,1491795895331	2026-01-15	4	0	Sin defecto
P0106	1	Tarde	OP6	L3	26,0768809545964	4,29083886756045	9	0	251,7	Conforme	Cali	Punto Valle del Lili	Cliente	3,38057156519666	-76,5386953137994	2026-01-29	4	0	Sin defecto
P0107	1	Tarde	OP5	L1	26,1106771820873	3,54968769096437	10	1	248,7	Conforme	Medellín	Sucursal Belén	Cliente	6,22264459027387	-75,6000869529692	2026-02-27	4	0	Sin defecto
P0108	1	Noche	OP2	L2	25,7374345450107	2,22886504395816	9,1	0	251,2	Conforme	Bogotá	Tienda Kennedy	Tienda	4,63833094239449	-74,1680369534845	2026-02-17	4	0	Sin defecto
P0109	1	Mañana	OP5	L2	20,2948494006362	3,43319004886024	9,2	0	252,7	Conforme	Bogotá	Sucursal Usaquén	Distribuidor	4,71724177425448	-74,0212519938041	2026-02-04	4	0	Sin defecto
P0110	1	Noche	OP4	L2	25,1225006821885	4,35709984188329	8,9	0	251,1	Conforme	Bogotá	Tienda Kennedy	Distribuidor	4,62649355579615	-74,1491795895331	2026-01-15	4	0	Sin defecto
P0111	1	Mañana	OP5	L1	26,6336113625869	4,02356929911897	9	0	250,2	Conforme	Cali	Punto Valle del Lili	Cliente	3,38351198608689	-76,5376299270165	2026-01-08	4	0	Sin defecto
P0112	1	Noche	OP2	L4	23,3583388381203	3,57757368689253	9,3	0	252,5	Conforme	Medellín	Cliente El Poblado	Cliente	6,20192334058341	-75,5612463338485	2026-02-16	4	0	Sin defecto
P0113	1	Mañana	OP5	L4	22,3244647876154	3,62399709155638	9,5	1	249,9	Conforme	Bogotá	Sucursal Usaquén	Cliente	4,70995122976555	-74,0216633406336	2026-03-25	4	0	Sin defecto
P0114	1	Noche	OP2	L4	28,919136020643	3,09188039065616	9,6	1	250	Conforme	Cali	Sucursal San Fernando	Cliente	3,43853623494478	-76,5484066652044	2026-01-28	4	0	Sin defecto
P0115	1	Tarde	OP1	L1	23,3251376973326	3,45055547719813	8,8	0	249,3	Conforme	Bogotá	Cliente Chapinero	Distribuidor	4,64081592104761	-74,0639131725788	2026-01-09	4	0	Sin defecto
P0116	1	Noche	OP5	L2	26,271781177783	3,85973199264421	8,5	0	250,8	Conforme	Bogotá	Tienda Kennedy	Cliente	4,62206338375788	-74,1513369299042	2026-02-10	4	0	Sin defecto
P0117	1	Mañana	OP3	L3	20,9035194858625	4,06430422912635	9,5	1	250,3	Conforme	Cali	Cliente Granada	Tienda	3,47195482248198	-76,5419492232339	2026-02-26	4	0	Sin defecto
P0118	1	Mañana	OP1	L2	22,3309685310234	4,07491255529971	9,6	1	248,8	Conforme	Medellín	Sucursal Belén	Tienda	6,23920782057978	-75,612664251148	2026-01-25	4	0	Sin defecto
P0119	1	Noche	OP1	L3	21,9385778906867	3,85317507213116	9,3	0	253,1	Conforme	Medellín	Tienda Laureles	Tienda	6,23094575388897	-75,6049968935021	2026-02-04	4	0	Sin defecto
P0120	1	Noche	OP6	L3	25,2217627028247	3,92682613517973	8,6	0	251,3	Conforme	Cali	Sucursal San Fernando	Cliente	3,44090614278307	-76,5330488524449	2026-03-14	4	0	Sin defecto
P0121	1	Tarde	OP2	L2	24,1499990538825	3,66741807053904	9,8	1	248,4	Conforme	Bogotá	Cliente Chapinero	Cliente	4,63843497288078	-74,0666557065839	2026-02-25	4	0	Sin defecto
P0122	1	Tarde	OP4	L3	23,530849903215	3,28874619576367	9,5	1	247,1	Conforme	Cali	Sucursal San Fernando	Tienda	3,42935520813772	-76,5322418212311	2026-01-28	4	0	Sin defecto
P0123	1	Mañana	OP5	L1	26,3576304086957	3,74805667498652	9	0	249	Conforme	Cali	Punto Valle del Lili	Distribuidor	3,36534735177346	-76,5404416072594	2026-02-21	4	0	Sin defecto
P0124	1	Noche	OP2	L1	21,6523955630527	3,97949581432956	9,2	0	248	Conforme	Cali	Punto Valle del Lili	Distribuidor	3,38312548966547	-76,5504109666792	2026-01-16	4	0	Sin defecto
P0125	1	Tarde	OP5	L3	21,2604484782747	3,67746499305847	9,3	0	251,1	Conforme	Medellín	Tienda Laureles	Distribuidor	6,25718043237068	-75,5909639611685	2026-02-13	4	0	Sin defecto
P0126	1	Noche	OP5	L3	26,435827024891	3,84085249198796	9,6	1	249,6	Conforme	Bogotá	Cliente Chapinero	Cliente	4,64183636090849	-74,055841638653	2026-01-30	4	0	Sin defecto
P0127	1	Tarde	OP1	L4	22,455499973319	3,2883700659349	8,7	0	250,9	Conforme	Bogotá	Tienda Kennedy	Tienda	4,61921730542071	-74,1387519067958	2026-02-04	4	0	Sin defecto
P0128	1	Mañana	OP5	L1	26,3576304086957	3,74805667498652	9	0	251,8	Conforme	Cali	Punto Valle del Lili	Distribuidor	3,36534735177346	-76,5404416072594	2026-02-21	4	0	Sin defecto
P0129	1	Tarde	OP5	L3	21,2604484782747	3,67746499305847	9,3	0	248,1	Conforme	Medellín	Tienda Laureles	Distribuidor	6,25718043237068	-75,5909639611685	2026-02-13	4	0	Sin defecto
P0130	1	Tarde	OP6	L1	22,1192899468918	3,11164567807459	10	1	250,9	Conforme	Cali	Cliente Granada	Tienda	3,47738832048364	-76,5374256163259	2026-01-10	4	0	Sin defecto
P0131	1	Tarde	OP5	L2	23,3703353848732	3,96050869055055	9,2	0	251,2	Conforme	Medellín	Sucursal Belén	Tienda	6,23767698051119	-75,5959768725068	2026-03-12	4	0	Sin defecto
P0132	1	Mañana	OP2	L4	21,9876677065754	3,74743412374339	8,9	0	251,5	Conforme	Cali	Punto Valle del Lili	Cliente	3,36330820503812	-76,5481332471191	2026-02-23	4	0	Sin defecto
